district_code,resource_id,time,demand
9,R4,2,0.0156774412945544
9,R4,3,0.0271737430777055
9,R4,4,0.0236388667784815
9,R5,0,0.0181488527778635
9,R5,1,0.0106246199627111
9,R5,2,0.0180893553398705
9,R5,3,0.031354318935814
9,R5,4,0.0272756155136326
9,R6,0,0.0193587762963876
9,R6,1,0.0113329279602252
9,R6,2,0.0192953123625287
9,R6,3,0.0334446068648683
9,R6,4,0.029093989881208
9,R7,0,0.0145190822222907
9,R7,1,0.0084996959701688
9,R7,2,0.0144714842718964
9,R7,3,0.025083455148651
9,R7,4,0.0218204924109061
9,R8,0,0.0096793881481936
9,R8,1,0.0056664639801124
9,R8,2,0.009647656181264
9,R8,3,0.0167223034324339
9,R8,4,0.0145469949406038
9,R9,0,0.0108893116667178
9,R9,1,0.0063747719776265
9,R9,2,0.010853613203922
9,R9,3,0.0188125913614882
9,R9,4,0.0163653693081793
10,R1,0,0.0837284540283795
10,R1,1,0.050370979853858106
10,R1,2,0.042545576367674295
10,R1,3,0.06722432216077023
10,R1,4,0.061497359222575494
10,R10,0,0.0921012994312176
10,R10,1,0.05540807783924407
10,R10,2,0.04680013400444162
10,R10,3,0.0739467543768474
10,R10,4,0.06764709514483302
10,R11,0,0.1172198356397315
10,R11,1,0.07051937179540149
10,R11,2,0.05956380691474398
10,R11,3,0.0941140510250785
10,R11,4,0.0860963029116059
10,R2,0,0.0837284540283795
10,R2,1,0.050370979853858106
10,R2,2,0.042545576367674295
10,R2,3,0.06722432216077023
10,R2,4,0.061497359222575494
10,R3,0,0.10047414483405549
10,R3,1,0.06044517582462983
10,R3,2,0.05105469164120924
10,R3,3,0.0806691865929243
10,R3,4,0.0737968310670906
10,R4,0,0.10884699023689351
10,R4,1,0.06548227381001569
10,R4,2,0.05530924927797656
10,R4,3,0.0873916188090014
10,R4,4,0.0799465669893484
10,R5,0,0.1255926810425693
10,R5,1,0.0755564697807874
10,R5,2,0.0638183645515117
10,R5,3,0.1008364832411556
10,R5,4,0.0922460388338635
10,R6,0,0.1339655264454075
10,R6,1,0.0805935677661732
10,R6,2,0.06807292218827912
10,R6,3,0.1075589154572327
10,R6,4,0.09839577475612091
10,R7,0,0.10047414483405549
10,R7,1,0.06044517582462983
10,R7,2,0.05105469164120924
10,R7,3,0.0806691865929243
10,R7,4,0.0737968310670906
10,R8,0,0.06698276322270356
10,R8,1,0.040296783883086384
10,R8,2,0.03403646109413947
10,R8,3,0.05377945772861619
10,R8,4,0.04919788737806021
10,R9,0,0.0753556086255416
10,R9,1,0.04533388186847215
10,R9,2,0.03829101873090668
10,R9,3,0.060501889944693264
10,R9,4,0.055347623300318054
11,R1,0,0.0080426339713083
11,R1,1,0.015586685310509399
11,R1,2,0.0105886314421467
11,R1,3,0.0089689476749081
11,R1,4,0.019488057218359202
11,R10,0,0.0088468973684392
11,R10,1,0.0171453538415603
11,R10,2,0.0116474945863613
11,R10,3,0.0098658424423991
11,R10,4,0.0214368629401952
11,R11,0,0.0112596875598318
11,R11,1,0.0218213594347133
