town_code;town_name;state_code;district_code;sub_district_code
800540;Makrana (M + OG);8;112;565
800540;Makrana (M);8;112;565
800541;Kuchaman City (M);8;112;566
800542;Nawa (M);8;112;566
800543;Phalodi (M + OG);8;113;567
800543;Phalodi (M);8;113;567
800544;Jodhpur (M Corp. + OG);8;113;570
800544;Jodhpur (M Corp.);8;113;570
800545;Pipar City (M);8;113;573
800546;Bilara (M);8;113;573
800547;Jaisalmer (M);8;114;574
800548;Pokaran (M);8;114;575
800549;Balotra (M);8;115;579
800550;Barmer (M);8;115;582
800551;Jalor (M);8;116;587
800552;Bhinmal (M);8;116;588
800553;Sanchore (M);8;116;590
800554;Sheoganj (M + OG);8;117;592
800554;Sheoganj (M);8;117;592
800555;Sirohi (M);8;117;593
800556;Pindwara (M);8;117;594
800557;Mount Abu (M);8;117;595
800558;Abu Road (M + OG);8;117;595
800558;Abu Road (M);8;117;595
800559;Jaitaran (M);8;118;597
800560;Sojat (M);8;118;599
800561;Pali (M Cl);8;118;601
800562;Rani (M);8;118;603
800563;Sadri (M);8;118;603
800564;Takhatgarh (M);8;118;604
800565;Sumerpur (M);8;118;604
800566;Falna (M);8;118;605
800567;Bali (M);8;118;605
800568;Kishangarh (M Cl);8;119;606
800569;Pushkar (M);8;119;607
800570;Ajmer (M Corp.);8;119;607
800571;Beawar (M Cl + OG);8;119;609
800571;Beawar (M Cl);8;119;609
800572;Vijainagar (M);8;119;610
800573;Nasirabad (CB);8;119;611
800574;Sarwar (M);8;119;613
800575;Kekri (M);8;119;614
800576;Malpura (M + OG);8;120;615
800576;Malpura (M);8;120;615
800577;Niwai (M);8;120;617
800578;Tonk (M Cl);8;120;618
800579;Todaraisingh (M);8;120;619
800580;Deoli (M);8;120;620
800581;Uniara (M);8;120;621
800582;Nainwa (M);8;121;623
800583;Indragarh (M);8;121;624
800584;Lakheri (M);8;121;624
800585;Keshoraipatan (M);8;121;625
800586;Kaprain (M);8;121;625
800587;Bundi (M + OG);8;121;626
800587;Bundi (M);8;121;626
800588;Asind (M);8;122;627
800589;Gulabpura (M);8;122;628
800590;Shahpura (M);8;122;629
800591;Gangapur (M);8;122;633
800592;Bhilwara (M Cl);8;122;634
800593;Jahazpur (M);8;122;636
800594;Mandalgarh (M);8;122;637
800595;Deogarh (M);8;123;640
800596;Amet (M);8;123;641
800597;Rajsamand (M);8;123;643
800598;Nathdwara (M);8;123;645
800599;Dungarpur (M);8;124;646
800600;Sagwara (M);8;124;648
800601;Banswara (M + OG);8;125;652
800601;Banswara (M);8;125;652
800602;Kushalgarh (M);8;125;654
800603;Begun (M);8;126;657
800604;Rawatbhata (M);8;126;658
800605;Chittaurgarh (M);8;126;659
800606;Kapasan (M);8;126;660
800607;Nimbahera (M);8;126;663
800608;Bari Sadri (M);8;126;664
800609;Kota (M Corp.);8;127;667
800610;Kaithoon (M);8;127;667
800611;Ramganj Mandi (M);8;127;668
800612;Sangod (M);8;127;669
800613;Mangrol (M);8;128;670
800614;Antah (M);8;128;671
800615;Baran (M);8;128;672
800616;Chhabra (M);8;128;676
800617;Jhalawar (M);8;129;679
800618;Jhalrapatan (M);8;129;679
800619;Aklera (M);8;129;680
800620;Bhawani Mandi (M);8;129;682
800621;Pirawa (M);8;129;683
800622;Fatehnagar (M);8;130;685
800623;Udaipur (M Cl);8;130;689
800624;Bhinder (M);8;130;690
800625;Kanor (M);8;130;690
800626;Salumbar (M);8;130;692
800627;Chhoti Sadri (M);8;131;698
800628;Pratapgarh (M);8;131;699
800629;Behat (NP);9;132;701
800630;Saharanpur (M Corp.);9;132;702
800631;Chilkana Sultanpur (NP);9;132;703
800632;Sarsawa (NPP);9;132;703
800633;Nakur (NPP);9;132;703
800634;Ambehta (NP);9;132;703
800635;Gangoh (NPP);9;132;703
800636;Titron (NP);9;132;703
800637;Deoband (NPP);9;132;704
800638;Nanauta (NP);9;132;705
800639;Rampur Maniharan (NP);9;132;705
800640;Un (NP);9;133;706
800641;Jhinjhana (NP);9;133;706
800642;Kairana (NPP);9;133;706
800643;Kandhla (NPP);9;133;706
800644;Ailam (NP);9;133;707
800645;Shamli (NPP);9;133;707
800646;Banat (NP);9;133;707
800647;Garhi Pukhta (NP);9;133;707
800648;Thana Bhawan (NP);9;133;707
800649;Jalalabad (NP);9;133;707
800650;Purquazi (NP + OG);9;133;708
800650;Purquazi (NP);9;133;708
800651;Charthawal (NP);9;133;708
800652;Muzaffarnagar (NPP);9;133;708
800653;Sisauli (NP);9;133;709
800654;Budhana (NP + OG);9;133;709
800654;Budhana (NP);9;133;709
800655;Shahpur (NP);9;133;709
800656;Khatauli (NPP);9;133;710
800657;Jansath (NP);9;133;711
800658;Bhokarhedi (NP);9;133;711
800659;Miranpur (NP);9;133;711
800660;Sahanpur (NP);9;134;712
800661;Najibabad (NPP);9;134;712
800662;Jalalabad (NP);9;134;712
800663;Kiratpur (NPP + OG);9;134;712
800663;Kiratpur (NPP);9;134;712
800664;Mandawar (NP);9;134;713
800665;Bijnor (NPP);9;134;713
800666;Jhalu (NP);9;134;713
800667;Haldaur (NPP);9;134;713
800668;Nagina (NPP);9;134;714
800669;Warhapur (NP);9;134;714
800670;Afzalgarh (NPP);9;134;715
800671;Sherkot (NPP);9;134;715
800672;Dhampur (NPP);9;134;715
800673;Nehtaur (NPP);9;134;715
800674;Seohara (NPP + OG);9;134;715
800674;Seohara (NPP);9;134;715
800675;Sahaspur (NP);9;134;715
800676;Noorpur (NPP);9;134;716
800677;Chandpur (NPP);9;134;716
800678;Thakurdwara (NPP);9;135;717
800679;Kanth (NP);9;135;718
800680;Umri Kalan (NP);9;135;718
800681;Bhojpur Dharampur (NP);9;135;719
800682;Moradabad (M Corp.);9;135;719
800683;Kundarki (NP);9;135;720
800684;Bilari (NPP);9;135;720
800685;Sirsi (NP);9;135;721
800686;Sambhal (NPP);9;135;721
800687;Bahjoi (NPP);9;135;722
800688;Narauli (NP);9;135;722
800689;Chandausi (NPP);9;135;722
800690;Maswasi (NP);9;136;723
800691;Suar (NPP);9;136;723
800692;Tanda (NPP);9;136;724
800693;Bilaspur (NPP);9;136;725
800694;Kemri (NP);9;136;725
800695;Rampur (NPP);9;136;726
800696;Shahabad (NP);9;136;727
800697;Milak (NPP);9;136;728
800698;Dhanaura (NPP);9;137;729
800699;Bachhraon (NPP);9;137;729
800700;Gajraula (NP);9;137;729
800701;Naugawan Sadat (NP);9;137;730
800702;Amroha (NPP);9;137;730
800703;Joya (NP);9;137;730
800704;Hasanpur (NPP);9;137;731
800705;Ujhari (NP);9;137;731
800706;Karnawal (NP);9;138;732
800707;Sardhana (NPP);9;138;732
800708;Daurala (NP);9;138;732
800709;Lawar (NP);9;138;732
800710;Phalauda (NP);9;138;733
800711;Bahsuma (NP);9;138;733
800712;Hastinapur (NP);9;138;733
800713;Mawana (NPP);9;138;733
800714;Parikshitgarh (NP);9;138;733
800715;Kithaur (NP);9;138;733
800716;Meerut (M Corp.);9;138;734
800717;Meerut (CB);9;138;734
800718;Sewalkhas (NP);9;138;734
800719;Kharkhoda (NP);9;138;734
800720;Chhaprauli (NP);9;139;735
800721;Tikri (NP);9;139;735
800722;Doghat (NP);9;139;735
800723;Baraut (NPP);9;139;735
800724;Baghpat (NPP);9;139;736
800725;Agarwal Mandi (Tatiri) (NP);9;139;736
800726;Aminagar Sarai (NP);9;139;736
800727;Khekada (NP);9;139;737
800728;Patala (NP);9;140;738
800729;Niwari (NP);9;140;738
800730;Modinagar (NPP);9;140;738
800731;Faridnagar (NP);9;140;738
800732;Muradnagar (NPP);9;140;738
800733;Loni (NPP);9;140;739
800734;Ghaziabad (M Corp.);9;140;739
800735;Dasna (NP);9;140;739
800736;Pilkhuwa (NPP);9;140;740
800737;Hapur (NPP);9;140;740
800738;Babugarh (NP);9;140;740
800739;Garhmukhteshwar (NPP);9;140;741
800740;Dadri (NPP);9;141;742
800741;Bilaspur (NP);9;141;743
800742;Dankaur (NP);9;141;743
800743;Rabupura (NP);9;141;744
800744;Jahangirpur (NP);9;141;744
800745;Jewar (NP);9;141;744
800746;Sikandrabad (NPP);9;142;745
800747;Kakod (NP);9;142;745
800748;Aurangabad (NP);9;142;746
800749;Bulandshahr (NPP + OG);9;142;746
800749;Bulandshahr (NPP);9;142;746
800750;Gulaothi (NPP);9;142;746
800751;Bhawan Bahadur Nagar (NP);9;142;747
800752;Siana (NPP);9;142;747
800753;Bugrasi (NP);9;142;747
800754;Khanpur (NP);9;142;747
800755;Anupshahr (NPP);9;142;748
800756;Jahangirabad (NPP);9;142;748
800757;Dibai (NPP);9;142;749
800758;Naraura (NP);9;142;749
800759;Shikarpur (NPP);9;142;750
800760;Pahasu (NP);9;142;750
800761;Chhatari (NP);9;142;750
800762;Khurja (NPP + OG);9;142;751
800762;Khurja (NPP);9;142;751
800763;Jatari (NP);9;143;752
800764;Khair (NPP);9;143;752
800765;Atrauli (NPP);9;143;754
800766;Chharra Rafatpur (NP);9;143;754
800767;Harduaganj (NP);9;143;755
800768;Aligarh (M Corp.);9;143;755
800769;Jalali (NP);9;143;755
800770;Kauriaganj (NP);9;143;755
800771;Pilkhana (NP);9;143;755
800772;Vijaigarh (NP);9;143;755
800773;Iglas (NP);9;143;756
800774;Beswan (NP);9;143;756
800775;Sasni (NP);9;144;757
800776;Sikandrarao (NPP);9;144;758
800777;Purdilnagar (NP);9;144;758
800778;Hasayan (NP);9;144;758
800779;Mendu (NP);9;144;759
800780;Hathras (NPP + OG);9;144;759
800780;Hathras (NPP);9;144;759
800781;Mursan (NP);9;144;759
800782;Sadabad (NP);9;144;760
800783;Sahpau (NP);9;144;760
800784;Kosi Kalan (NPP + OG);9;145;761
800784;Kosi Kalan (NPP);9;145;761
800785;Nandgaon (NP);9;145;761
800786;Barsana (NP);9;145;761
800787;Chhata (NP);9;145;761
800788;Chaumuhan (NP);9;145;761
800789;Bajna (NP);9;145;762
800790;Raya (NP);9;145;763
800791;Gokul (NP);9;145;763
800792;Mahaban (NP);9;145;763
800793;Baldeo (NP);9;145;763
800794;Farah (NP);9;145;764
800795;Vrindavan (NPP);9;145;764
800796;Radhakund (NP);9;145;764
800797;Govardhan (NP);9;145;764
800798;Saunkh (NP);9;145;764
800799;Mathura (NPP);9;145;764
800800;Mathura (CB);9;145;764
800801;Etmadpur (NPP);9;146;765
800802;Dayalbagh (NP);9;146;766
800803;Swamibagh (NP);9;146;766
800804;Agra (M Corp.);9;146;766
800805;Agra (CB);9;146;766
800806;Achhnera (NPP);9;146;767
800807;Kiraoali (NP);9;146;767
800808;Fatehpur Sikri (NPP);9;146;767
800809;Jagner (NP);9;146;768
800810;Kheragarh (NP);9;146;768
800811;Shamsabad (NPP);9;146;769
800812;Fatehabad (NP);9;146;769
800813;Pinahat (NP);9;146;770
800814;Bah (NPP);9;146;770
800815;Tundla (NPP);9;147;771
800816;Firozabad (NPP);9;147;772
800817;Fariha (NP);9;147;773
800818;Jasrana (NP);9;147;773
800819;Shikohabad (NPP);9;147;774
800820;Sirsaganj (NPP + OG);9;147;774
800820;Sirsaganj (NPP);9;147;774
800821;Kuraoali (NP);9;148;775
800822;Jyoti Khuriya (NP);9;148;775
800823;Ghiraur (NP);9;148;775
800824;Mainpuri (NPP + OG);9;148;775
800824;Mainpuri (NPP);9;148;775
800825;Karhal (NP);9;148;776
800826;Bhogaon (NP);9;148;777
800827;Bewar (NP);9;148;777
800828;Kusmara (NP);9;148;777
800829;Kishni (NP);9;148;777
800830;Gawan (NP);9;149;778
800831;Babrala (NP);9;149;778
800832;Gunnaur (NP);9;149;778
800833;Islamnagar (NP);9;149;779
800834;Faizganj (NP);9;149;779
800835;Mundiya (NP);9;149;779
800836;Bisauli (NPP);9;149;779
800837;Saidpur (NP);9;149;779
800838;Wazirganj (NP);9;149;779
800839;Rudayan (NP);9;149;780
800840;Bilsi (NPP);9;149;780
800841;Sahaswan (NPP);9;149;781
800842;Kachhla (NP);9;149;782
800843;Ujhani (NPP);9;149;782
800844;Budaun (NPP);9;149;782
800845;Kunwargaon (NP);9;149;782
800846;Gulariya (NP);9;149;782
800847;Sakhanu (NP);9;149;782
800848;Kakrala (NPP);9;149;783
800849;Allapur (NP);9;149;783
800850;Dataganj (NP);9;149;783
800851;Usawan (NP);9;149;783
800852;Usehat (NP);9;149;783
800853;Baheri (NPP);9;150;784
800854;Faridpur (NP);9;150;784
800855;Richha (NP);9;150;784
800856;Deoranian (NP);9;150;784
800857;Shergarh (NP);9;150;784
800858;Shishgarh (NP);9;150;785
800859;Mirganj (NP);9;150;785
800860;Fatehganj Pashchimi (NP);9;150;785
800861;Shahi (NP);9;150;785
800862;Bisharatganj (NP);9;150;786
800863;Aonla (NPP);9;150;786
800864;Sirauli (NP);9;150;786
800865;Dhaura Tanda (NP);9;150;787
800866;Bareilly (M Corp. + OG);9;150;787
800866;Bareilly (M Corp.);9;150;787
800867;Bareilly (CB);9;150;787
800868;Thiriya Nizamat Khan (NP);9;150;787
800869;Rithora (NP);9;150;787
800870;Sainthal (NP);9;150;788
800871;Nawabganj (NPP);9;150;788
800872;Fatehganj Purvi (NP);9;150;789
800873;Faridpur (NPP);9;150;789
800874;Gulariya Bhindara (NP);9;151;790
800875;Nyoria Husainpur (NP);9;151;790
800876;Jahanabad (NP);9;151;790
800877;Pilibhit (NPP);9;151;790
800878;Barkhera (NP);9;151;791
800879;Bisalpur (NPP);9;151;791
800880;Bilsanda (NP);9;151;791
800881;Kalinagar (NP);9;151;792
800882;Puranpur (NPP);9;151;792
800883;Khutar (NP);9;152;793
800884;Powayan (NP);9;152;793
800885;Khudaganj (NP);9;152;794
800886;Katra (NP);9;152;794
800887;Tilhar (NPP);9;152;794
800888;Railway Settlement Roza (NP);9;152;795
800889;Shahjahanpur (NPP);9;152;795
800890;Shahjahanpur (CB);9;152;795
800891;Kanth (NP);9;152;795
800892;Jalalabad (NPP);9;152;796
800893;Allahganj (NP);9;152;796
800894;Singahi Bhiraura (NP);9;153;797
800895;Paliya Kalan (NPP);9;153;798
800896;Mailani (NP);9;153;799
800897;Gola Gokaran Nath (NPP);9;153;799
800898;Mohammadi (NPP);9;153;800
800899;Barwar (NP);9;153;800
800900;Lakhimpur (NPP);9;153;801
800901;Kheri (NP);9;153;801
800902;Oel Dhakwa (NP);9;153;801
800903;Dhaurehra (NP);9;153;802
800904;Maholi (NP);9;154;803
800905;Misrikh-cum-Neemsar (NPP);9;154;803
800906;Khairabad (NPP);9;154;804
800907;Sitapur (NPP);9;154;804
800908;Hargaon (NP);9;154;804
800909;Laharpur (NPP);9;154;805
800910;Tambaur-cum-Ahamdabad (NP);9;154;805
800911;Biswan (NPP);9;154;806
800912;Mahmudabad (NPP);9;154;807
800913;Paintepur (NP);9;154;807
800914;Sidhauli (NP);9;154;808
800915;Shahabad (NPP);9;155;809
800916;Pihani (NPP);9;155;809
800917;Pali (NP);9;155;810
800918;Gopamau (NP);9;155;811
800919;Hardoi (NPP + OG);9;155;811
800919;Hardoi (NPP);9;155;811
800920;Sandi (NPP);9;155;812
800921;Bilgram (NPP);9;155;812
800922;Madhoganj (NP);9;155;812
800923;Mallawan (NPP);9;155;812
800924;Kursath (NP);9;155;812
800925;Kachhauna Patseni (NP);9;155;813
800926;Beniganj (NP);9;155;813
800927;Sandila (NPP);9;155;813
800928;Ganj Muradabad (NP);9;156;814
800929;Bangarmau (NPP);9;156;814
800930;Fatehpur Chaurasi (NP);9;156;814
800931;Ugu (NP);9;156;814
800932;Safipur (NP);9;156;814
800933;Kursath (NP);9;156;814
800934;Auras (NP);9;156;815
800935;Hyderabad (NP);9;156;815
800936;Rasulabad (NP);9;156;815
800937;Mohan (NP);9;156;815
800938;Nyotini (NP);9;156;815
800939;Nawabganj (NP);9;156;815
800940;Unnao (NPP);9;156;816
800941;Gangaghat (NPP);9;156;816
800942;Purwa (NP);9;156;817
800943;Maurawan (NP);9;156;817
800944;Bighapur (NP);9;156;818
800945;Bhagwant Nagar (NP);9;156;818
800946;Malihabad (NP);9;157;819
800947;Mahona (NP);9;157;820
800948;Itaunja (NP);9;157;820
800949;Bakshi Ka Talab (NP);9;157;820
800950;Kakori (NP);9;157;821
800951;Lucknow (M Corp.);9;157;821
800952;Lucknow (CB);9;157;821
800953;Gosainganj (NP);9;157;822
800954;Amethi (NP);9;157;822
800955;Nagram (NP);9;157;822
800956;Bachhrawan (NP);9;158;823
800957;Maharajganj (NP);9;158;823
800958;Jais (NPP);9;158;824
800959;Rae Bareli (NPP);9;158;825
800960;Lalganj (NP);9;158;826
800961;Dalmau (NP);9;158;827
800962;Unchahar (NP);9;158;828
800963;Parsadepur (NP);9;158;829
800964;Salon (NP);9;158;829
800965;Kampil (NP);9;159;830
800966;Kaimganj (NPP);9;159;830
800967;Shamsabad (NP);9;159;830
800968;Farrukhabad-cum-Fatehgarh (NPP);9;159;832
800969;Fatehgarh (CB);9;159;832
800970;Mohammadabad (NP);9;159;832
800971;Kamalganj (NP);9;159;832
800972;Samdhan (NP);9;160;833
800973;Gursahaiganj (NPP);9;160;833
800974;Sikanderpur (NP);9;160;833
800975;Chhibramau (NPP);9;160;833
800976;Saurikh (NP);9;160;833
800977;Talgram (NP);9;160;833
800978;Kannauj (NPP);9;160;834
800979;Tirwaganj (NP);9;160;835
800980;Jaswantnagar (NPP);9;161;836
800981;Etawah (NPP);9;161;838
800982;Ekdil (NP);9;161;838
800983;Bharthana (NPP);9;161;839
800984;Bakewar (NP);9;161;839
800985;Lakhna (NP);9;161;839
800986;Bidhuna (NP);9;162;841
800987;Achhalda (NP);9;162;841
800988;Babarpur Ajitmal (NP);9;162;842
800989;Atasu (NP);9;162;842
800990;Phaphund (NP);9;162;842
800991;Dibiyapur (NP);9;162;842
800992;Auraiya (NPP);9;162;842
800993;Rasulabad (NP);9;163;843
800994;Jhinjhak (NP);9;163;844
800995;Derapur (NP);9;163;844
800996;Shivli (NP);9;163;845
800997;Rura (NP);9;163;845
800998;Akbarpur (NP);9;163;845
800999;Amraudha (NP);9;163;846
801000;Pukhrayan (NPP);9;163;846
801001;Sikandra (NP);9;163;847
801002;Bilhaur (NPP);9;164;848
801003;Shivrajpur (NP);9;164;848
801004;Bithoor (NP);9;164;849
801005;Kanpur (M Corp. + OG);9;164;849
801005;Kanpur (M Corp.);9;164;849
801006;Kanpur (CB);9;164;849
801007;Ghatampur (NPP);9;164;850
801008;Rampura (NP);9;165;851
801009;Umri (NP);9;165;851
801010;Madhogarh (NP);9;165;851
801011;Jalaun (NPP);9;165;852
801012;Kalpi (NPP);9;165;853
801013;Kadaura (NP);9;165;853
801014;Orai (NPP + OG);9;165;854
801014;Orai (NPP);9;165;854
801015;Kotra (NP);9;165;854
801016;Konch (NPP);9;165;855
801017;Nadigaon (NP);9;165;855
801018;Samthar (NPP);9;166;856
801019;Moth (NP);9;166;856
801020;Chirgaon (NPP);9;166;856
801021;Erich (NP);9;166;857
801022;Gursarai (NPP);9;166;857
801023;Garautha (NP);9;166;857
801024;Tondi Fatehpur (NP);9;166;858
801025;Mauranipur (NPP + OG);9;166;859
801025;Mauranipur (NPP);9;166;859
801026;Ranipur (NP);9;166;859
801027;Kathera (NP);9;166;859
801028;Barua Sagar (NPP);9;166;860
801029;Baragaon (NP);9;166;860
801030;Jhansi (M Corp.);9;166;860
801031;Jhansi (CB);9;166;860
801032;Jhansi Railway Settlement (ITS);9;166;860
801033;Babina (CB);9;166;860
801034;Talbehat (NP);9;167;861
801035;Lalitpur (NPP);9;167;862
801036;Pali (NP);9;167;862
801037;Mahroni (NP);9;167;863
801038;Kurara (NP);9;168;864
801039;Hamirpur (NPP);9;168;864
801040;Sumerpur (NP + OG);9;168;864
801040;Sumerpur (NP);9;168;864
801042;Rath (NPP);9;168;865
801041;Gohand (NP);9;168;866
801043;Sarila (NP);9;168;866
801044;Maudaha (NPP);9;168;867
801045;Kul Pahar (NP);9;169;868
801046;Kharela (NP);9;169;869
801047;Charkhari (NPP);9;169;869
801048;Mahoba (NPP);9;169;870
801049;Kabrai (NP);9;169;870
801050;Mataundh (NP);9;170;871
801051;Banda (NPP + OG);9;170;871
801051;Banda (NPP);9;170;871
801052;Tindwari (NP);9;170;871
801053;Baberu (NP);9;170;872
801054;Oran (NP);9;170;873
801055;Bisanda Buzurg (NP);9;170;873
801056;Atarra (NPP);9;170;873
801057;Naraini (NP);9;170;874
801058;Manikpur Sarhat (NP);9;171;875
801059;Chitrakoot Dham (Karwi) (NPP);9;171;875
801060;Rajapur (NP);9;171;876
801061;Kora Jahanabad (NP);9;172;877
801062;Bindki (NPP);9;172;877
801063;Bahuwa (NP);9;172;878
801064;Fatehpur (NPP);9;172;878
801065;Khaga (NP);9;172;879
801066;Kishunpur (NP);9;172;879
801067;Hathgram (NP);9;172;879
801068;Manikpur (NP);9;173;881
801069;Kunda (NP);9;173;881
801070;Antu (NP);9;173;882
801071;Bela Pratapgarh (NPP);9;173;882
801072;Pratapgarh City (NP);9;173;882
801073;Katra Medniganj (NP);9;173;882
801074;Patti (NP);9;173;883
801075;Ajhuwa (NP);9;174;885
801076;Sirathu (NP);9;174;885
801077;Manjhanpur (NP);9;174;886
801078;Karari (NP);9;174;886
801079;Bharwari (NP);9;174;887
801080;Chail (NP);9;174;887
801081;Sarai Aquil (NP);9;174;887
801082;Mau Aima (NP);9;175;888
801083;Lal Gopalganj Nindaura (NP);9;175;888
801084;Jhusi (NP);9;175;889
801085;Phulpur (NP);9;175;889
801086;Allahabad (M Corp. + OG);9;175;890
801086;Allahabad (M Corp.);9;175;890
801087;Allahabad (CB);9;175;890
801088;Shankargarh (NP);9;175;891
801089;Handia (NP);9;175;893
801090;Sirsa (NP);9;175;894
801091;Bharatganj (NP);9;175;894
801092;Koraon (NP);9;175;895
801093;Fatehpur (NP);9;176;896
801094;Ramnagar (NP);9;176;897
801095;Dewa (NP);9;176;898
801096;Nawabganj (NPP + OG);9;176;898
801096;Nawabganj (NPP);9;176;898
801097;Banki (NP);9;176;898
801098;Satrikh (NP);9;176;898
801099;Zaidpur (NP);9;176;898
801100;Tikait Nagar (NP);9;176;899
801101;Dariyabad (NP);9;176;900
801102;Siddhaur (NP);9;176;901
801103;Haidergarh (NP);9;176;901
801104;Subeha (NP);9;176;901
801105;Rudauli (NPP);9;177;902
801106;Bhadarsa (NP);9;177;904
801107;Faizabad (CB);9;177;905
801108;Faizabad (NPP);9;177;905
801109;Ayodhya (NPP);9;177;905
801110;Gosainganj (NP);9;177;905
801111;Bikapur (NP);9;177;906
801112;Iltifatganj Bazar (NP);9;178;907
801113;Tanda (NPP);9;178;907
801114;Ashrafpur Kichhauchha (NP);9;178;907
801115;Jalalpur (NPP);9;178;909
801116;Akbarpur (NPP);9;178;910
801117;Musafirkhana (NP);9;179;912
801118;Amethi (NP);9;179;914
801119;Sultanpur (NPP);9;179;915
801120;Koeripur (NP);9;179;917
801121;Dostpur (NP);9;179;918
801122;Kadipur (NP);9;179;918
801123;Nanpara (NPP);9;180;919
801124;Risiya Bazar (NP);9;180;921
801125;Bahraich (NPP);9;180;921
801126;Jarwal (NP);9;180;922
801127;Bhinga (NP);9;181;923
801128;Ikauna (NP);9;181;924
801129;Balrampur (NPP + OG);9;182;925
801129;Balrampur (NPP);9;182;925
801130;Tulsipur (NP);9;182;926
801131;Pachperwa (NP);9;182;926
801132;Utraula (NPP);9;182;927
801133;Khargupur (NP);9;183;928
801134;Gonda (NPP);9;183;928
801135;Katra (NP);9;183;929
801136;Colonelganj (NPP);9;183;929
801137;Nawabganj (NPP);9;183;930
801138;Mankapur (NP);9;183;931
801139;Barhani Bazar (NP);9;184;932
801140;Shohratgarh (NP);9;184;932
801141;Siddharthnagar (NPP);9;184;933
801142;Uska Bazar (NP);9;184;933
801143;Bansi (NPP);9;184;934
801144;Domariyaganj (NP);9;184;936
801145;Harraiya (NP);9;185;938
801146;Bhabnan Bazar (NP);9;185;938
801147;Basti (NPP);9;185;939
801148;Mehdawal (NP);9;186;941
801149;Khalilabad (NPP);9;186;942
801150;Maghar (NP);9;186;942
801151;Hariharpur (NP);9;186;943
801152;Nautanwa (NPP);9;187;944
801153;Nichlaul (NP);9;187;945
801154;Siswa Bazar (NP);9;187;945
801155;Anandnagar (NP);9;187;946
801156;Ghughuli (NP);9;187;947
801157;Maharajganj (NPP);9;187;947
801158;Pipiganj (NP);9;188;948
801159;Sahjanwan (NP);9;188;949
801160;Gorakhpur (M Corp.);9;188;950
801161;Pipraich (NP);9;188;950
801162;Mundera Bazar (NP);9;188;951
801163;Bansgaon (NP);9;188;952
801164;Gola Bazar (NP);9;188;954
801165;Barhalganj (NP);9;188;954
801166;Khadda (NP);9;189;955
801167;Padrauna (NPP);9;189;955
801168;Ramkola (NP);9;189;956
801169;Kaptanganj (NP);9;189;956
801170;Hata (NP);9;189;956
801171;Kushinagar (NP);9;189;957
801172;Sewarhi (NP);9;189;958
801173;Gauri Bazar (NP);9;190;959
801174;Rampur Karkhana (NP);9;190;959
801175;Deoria (NPP);9;190;959
801176;Rudrapur (NP);9;190;960
801177;Gaura Barhaj (NPP);9;190;961
801178;Bhatni Bazar (NP);9;190;962
801179;Majhauliraj (NP);9;190;962
801180;Salempur (NP);9;190;962
801181;Lar (NP);9;190;962
801182;Bhatpar Rani (NP);9;190;963
801183;Atrauliya (NP);9;191;964
801184;Mahrajganj (NP);9;191;965
801185;Bilariaganj (NP);9;191;965
801186;Jiyanpur (NP);9;191;965
801187;Azmatgarh (NP);9;191;965
801188;Mubarakpur (NPP);9;191;966
801189;Azamgarh (NPP);9;191;966
801190;Nizamabad (NP);9;191;967
801191;Sarai Mir (NP);9;191;967
801192;Phulpur (NP);9;191;968
801193;Katghar Lalganj (NP);9;191;969
801194;Mehnagar (NP);9;191;970
801195;Dohrighat (NP);9;192;971
801196;Amila (NP);9;192;971
801197;Ghosi (NP);9;192;971
801198;Kopaganj (NP);9;192;973
801199;Adari (NP);9;192;973
801200;Maunath Bhanjan (NPP);9;192;973
801201;Muhammadabad (NP);9;192;974
801202;Belthara Road (NP);9;193;975
801203;Sikanderpur (NP);9;193;976
801204;Rasra (NPP);9;193;977
801205;Chitbara Gaon (NP);9;193;978
801206;Ballia (NPP);9;193;978
801207;Maniyar (NP);9;193;979
801208;Bansdih (NP);9;193;979
801209;Sahatwar (NP);9;193;979
801210;Reoti (NP);9;193;979
801211;Shahganj (NPP);9;194;981
801212;Khetasarai (NP);9;194;981
801213;Mogra Badshahpur (NPP);9;194;983
801214;Machhlishahr (NP);9;194;983
801215;Jaunpur (NPP);9;194;984
801216;Jafarabad (NP);9;194;984
801217;Mariahu (NP);9;194;985
801218;Kerakat (NP);9;194;986
801219;Sadat (NP);9;195;987
801220;Saidpur (NP);9;195;988
801221;Jangipur (NP);9;195;989
801222;Ghazipur (NPP + OG);9;195;989
801222;Ghazipur (NPP);9;195;989
801223;Bahadurganj (NP);9;195;990
801224;Mohammadabad (NPP);9;195;990
801225;Dildarnagar Fatehpur Bazar (NP);9;195;991
801226;Zamania (NPP);9;195;991
801227;Mughalsarai (NPP);9;196;993
801228;Mughalsarai Railway Settlement (ITS);9;196;993
801229;Chandauli (NP);9;196;993
801230;Saiyad Raza (NP);9;196;993
801231;Chakia (NP);9;196;994
801232;Gangapur (NP);9;197;996
801233;Varanasi (CB);9;197;996
801234;Maruadih Railway Settlement (ITS);9;197;996
801235;Varanasi (M Corp.);9;197;996
801236;Ramnagar (NPP);9;197;996
801237;Suriyawan (NP);9;198;997
801238;Nai Bazar (NP);9;198;997
801239;Bhadohi (NPP);9;198;997
801240;Gyanpur (NP);9;198;998
801241;Gopiganj (NPP);9;198;998
801242;Khamaria (NP);9;198;999
801243;Ghosia Bazar (NP);9;198;999
801244;Mirzapur-cum-Vindhyachal (NPP);9;199;1000
