town_code,town_name,district_code,state_code
803840,Thiruvenkadam (TP),628,33
803841,Sankarankoil (M),628,33
803842,Surandai (TP),628,33
803843,Kadayanallur (M),628,33
803844,Sambavar Vadagarai (TP),628,33
803845,Aygudi (TP),628,33
803846,Tenkasi (M),628,33
803847,Sundarapandiapuram (TP),628,33
803848,Ilanji (TP),628,33
803849,Courtalam (TP),628,33
803850,Melagaram (TP),628,33
803851,Achampudur (TP),628,33
803852,Vadakarai Keezhpadugai (TP),628,33
803853,Panpoli (TP),628,33
803854,Pudur (S) (TP),628,33
803855,Shenkottai (M),628,33
803856,Kilapavoor (TP),628,33
803857,Alangulam (TP),628,33
803858,Sankarnagar (TP),628,33
803859,Naranammalpuram (TP),628,33
803860,Tirunelveli (M Corp.),628,33
803861,Alwarkurichi (TP),628,33
803862,Mukkudal (TP),628,33
803863,Vikramasingapuram (M),628,33
803864,Ambasamudram (M),628,33
803865,Cheranmadevi (TP),628,33
803866,Veeravanallur (TP),628,33
803867,Kalladaikurichi (TP),628,33
803868,Manimutharu (TP),628,33
803869,Pathamadai (TP),628,33
803870,Melacheval (TP),628,33
803871,Gopalasamudram (TP),628,33
803872,Moolakaraipatti (TP),628,33
803873,Kalakad (TP),628,33
803874,Nanguneri (TP),628,33
803875,Eruvadi (TP),628,33
803876,Thirukarungudi (TP),628,33
803877,Vadakkuvalliyur (TP),628,33
803878,Panagudi (TP),628,33
803879,Thisayanvilai (TP),628,33
803880,Kadayal (TP),629,33
803881,Arumanai (TP),629,33
803882,Edaicode (TP),629,33
803883,Palugal (TP),629,33
803884,Kaliyakkavilai (TP),629,33
803885,Pacode (TP),629,33
803886,Kuzhithurai (M),629,33
803887,Unnamalaikadai (TP),629,33
803888,Nalloor (TP),629,33
803889,Kollancode (TP),629,33
803890,Ezhudesam (TP),629,33
803891,Puthukkadai (TP),629,33
803892,Killiyoor (TP),629,33
803893,Keezhkulam (TP),629,33
803894,Karungal (TP),629,33
803895,Palappallam (TP),629,33
803896,Thirparappu (TP),629,33
803897,Ponmanai (TP),629,33
803898,Kulasekaram (TP),629,33
803899,Thiruvattar (TP),629,33
803900,Athur (TP),629,33
803901,Verkilambi (TP),629,33
803902,Kumarapuram (TP),629,33
803903,Kothanallur (TP),629,33
803904,Valvaithankoshtam (TP),629,33
803905,Mulagumudu (TP),629,33
803906,Vilavur (TP),629,33
803907,Padmanabhapuram (M),629,33
803908,Thiruvithancode (TP),629,33
803909,Kappiyarai (TP),629,33
803910,Eraniel (TP),629,33
803911,Villukuri (TP),629,33
803912,Neyyoor (TP),629,33
803913,Reethapuram (TP),629,33
803914,Kallukuttam (TP),629,33
803915,Thingalnagar (TP),629,33
803916,Alur (TP),629,33
803917,Colachel (M),629,33
803918,Mandaikadu (TP),629,33
803919,Manavalakurichi (TP),629,33
803920,Vellimalai (TP),629,33
803921,Azhagiapandipuram (TP),629,33
803922,Boothapandi (TP),629,33
803923,Aralvaimozhi (TP),629,33
803924,Thazhakudy (TP),629,33
803925,Marungur (TP),629,33
803926,Therur (TP),629,33
803927,Nagercoil (M),629,33
803928,Asaripallam (TP),629,33
803929,Suchindrum (TP),629,33
803930,Ganapathipuram (TP),629,33
803931,Mylaudy (TP),629,33
803932,Alagappapuram (TP),629,33
803933,Anjugrammam (TP),629,33
803934,Kottaram (TP),629,33
803935,Thengampudur (TP),629,33
803936,Puthalam (TP),629,33
803937,Agastheeswaram (TP),629,33
803938,Thenthamaraikulam (TP),629,33
803939,Kanniyakumari (TP),629,33
803940,Marandahalli (TP),630,33
803941,Kariamangalam (TP),630,33
803942,Palakkodu (TP),630,33
803943,Kambainallur (TP),630,33
803944,Harur (TP),630,33
803945,Kadathur (TP),630,33
803946,B.Mallapuram (TP),630,33
803947,Pappireddipatti (TP),630,33
803948,Dharmapuri (M),630,33
803949,Papparapatti (TP),630,33
803950,Pennagaram (TP),630,33
803951,Hosur (M),631,33
803952,Mathigiri (TP),631,33
803953,Bargur (TP),631,33
803954,Krishnagiri (M),631,33
803955,Kaveripattinam (TP),631,33
803956,Kelamangalam (TP),631,33
803957,Denkanikottai (TP),631,33
803958,Nagojanahalli (TP),631,33
803959,Uthangarai (TP),631,33
803960,Sirumugai (TP),632,33
803961,Mettupalayam (M),632,33
803962,Karamadai (TP),632,33
803963,Mopperipalayam (TP),632,33
803964,Karumathampatti (TP),632,33
803965,Irugur (TP),632,33
803966,Sulur (TP),632,33
803967,Pallapalayam (TP),632,33
803968,Kannampalayam (TP),632,33
803969,Annur (TP),632,33
803970,Veerapandi (TP),632,33
803971,Gudalur (TP),632,33
803972,Periyanaicken-palayam (TP),632,33
803973,Idikarai (TP),632,33
803974,Sarcarsamakulam (TP),632,33
803975,Narasimhanaicken-palayam (TP),632,33
803976,Kalapatti (TP),632,33
803977,Saravanampatti (TP),632,33
803978,Vellakinar (TP),632,33
803979,Thudiyalur (TP),632,33
803980,Chinnavedampatti (TP),632,33
803981,Goundampalayam (M),632,33
803982,Veerakeralam (TP),632,33
803983,Vadavalli (TP),632,33
803984,Coimbatore (M Corp.),632,33
803985,Thondamuthur (TP),632,33
803986,Dhaliyur (TP),632,33
803987,Vedapatti (TP),632,33
803988,Vellalur (TP),632,33
803989,Kurichi (M),632,33
803990,Kuniyamuthur (M),632,33
803991,Perur (TP),632,33
803992,Thenkarai (TP),632,33
803993,Pooluvapatti (TP),632,33
803994,Alanthurai (TP),632,33
803995,Chettipalayam (TP),632,33
803996,Madukkarai (TP),632,33
803997,Ettimadai (TP),632,33
803998,Othakalmandapam (TP),632,33
803999,Thirumalayampalayam (TP),632,33
804000,Kinathukadavu (TP),632,33
804001,Periya Negamam (TP),632,33
804002,Pollachi (M),632,33
804003,Zamin Uthukuli (TP),632,33
804004,Suleeswaranpatti (TP),632,33
804005,Samathur (TP),632,33
804006,Anaimalai (TP),632,33
804007,Odaiyakulam (TP),632,33
804008,Vettaikaranpudur (TP),632,33
804009,Kottur (TP),632,33
804010,Valparai (M),632,33
804011,Muthur (TP),633,33
804012,Kangeyam (TP),633,33
804013,Vellakoil (M),633,33
804014,Rudravathi (TP),633,33
804015,Kannivadi (TP),633,33
804016,Mulanur (TP),633,33
804017,Kolathupalayam (TP),633,33
804018,Dharapuram (M),633,33
804019,Chinnakkampalayam (TP),633,33
804020,Kunnathur (TP),633,33
804021,Avanashi (TP),633,33
804022,Thirumuruganpoondi (TP),633,33
804023,Uthukuli (TP),633,33
804024,Velampalayam (M),633,33
804025,S.Nallur (M),633,33
804026,Tiruppur (M.Corp),633,33
804027,Samalapuram (TP),633,33
804028,Palladam (M),633,33
804029,Udumalaipettai  (M),633,33
804030,Dhali (TP),633,33
804031,Kaniyur (TP),633,33
804032,Madathukulam (TP),633,33
804033,Komaralingam (TP),633,33
804034,Sankaramanallur (TP),633,33
804035,Yanam (M),634,34
804036,Puducherry (M),635,34
804037,Ozhukarai (M),635,34
804038,Kurumbapet (GP + OG),635,34
804038,Kurumbapet (GP),635,34
804039,Mahe (M),636,34
804040,Karaikal (M),637,34
804041,Port Blair (M Cl),640,35
