town_code,town_name,district_code,state_code
801697,Habra (M),337,19
801698,Ashokenagar Kalyangarh (M),337,19
801699,Garulia (M),337,19
801700,North Barrackpore (M),337,19
801701,Barrackpur Cantonment (CB),337,19
801702,Barrackpore (M),337,19
801703,Titagarh (M),337,19
801704,Khardah (M),337,19
801705,Panihati (M),337,19
801706,Baduria (M),337,19
801707,Barasat (M),337,19
801708,Madhyamgram (M),337,19
801709,New Barrackpore (M),337,19
801710,North DumDum (M),337,19
801711,Kamarhati (M),337,19
801712,Baranagar (M),337,19
801713,Dum Dum (M),337,19
801714,South DumDum (M),337,19
801715,Rajarhat Gopalpur (M),337,19
801716,Bidhannagar (M),337,19
801717,Nabadiganta Industrial Township (ITS),337,19
801718,Basirhat (M),337,19
801719,Taki (M),337,19
801720,Bansberia (M),338,19
801721,Hugli-Chinsurah (M + OG),338,19
801721,Hugli-Chinsurah (M),338,19
801722,Chandannagar (M Corp),338,19
801723,Tarakeswar (M),338,19
801724,Arambag (M),338,19
801725,Bhadreswar (M),338,19
801726,Champdani (M),338,19
801727,Baidyabati (M),338,19
801728,Serampore (M),338,19
801729,Rishra (M),338,19
801730,Konnagar (M),338,19
801731,Dankuni (M),338,19
801732,Uttarpara Kotrung (M),338,19
801733,Bankura (M),339,19
801734,Sonamukhi (M),339,19
801735,Bishnupur (M),339,19
801736,Jhalda (M),340,19
801737,Raghunathpur (M),340,19
801738,Puruliya (M),340,19
801739,Bally (M),341,19
801740,Haora (M Corp),341,19
801741,Uluberia (M + OG),341,19
801741,Uluberia (M),341,19
801742,Kolkata (M Corp.),342,19
801743,Maheshtala (M),343,19
801744,Budge Budge (M),343,19
801745,Pujali (M),343,19
801746,Rajpur Sonarpur (M),343,19
801747,Baruipur (M),343,19
801748,Diamond Harbour (M),343,19
801749,Jaynagar Mazilpur (M),343,19
801750,Ramjibanpur (M),344,19
801751,Kshirpai (M),344,19
801752,Chandrakona (M),344,19
801753,Kharar (M),344,19
801754,Ghatal (M),344,19
801755,Medinipur (M),344,19
801756,Jhargram (M),344,19
801757,Kharagpur (M),344,19
801758,Panskura (M),345,19
801759,Tamluk (M),345,19
801760,Haldia (M),345,19
801761,Egra (M),345,19
801762,Contai (M),345,19
801763,Majhion (NP),346,20
801764,Garhwa (NP),346,20
801765,Chatra (Nagar Parishad),347,20
801766,Kodarma (NP),348,20
801767,Jhumri Tilaiya (Nagar Parishad),348,20
801768,Giridih (Nagar Parishad),349,20
801769,Deoghar  (M Corp.),350,20
801770,Madhupur (Nagar Parishad),350,20
801771,Godda (NP),351,20
801772,Sahibganj (Nagar Parishad),352,20
801773,Rajmahal (NP),352,20
801774,Pakaur (NP),353,20
801775,Dhanbad (M Corp.),354,20
801776,Chirkunda (NP),354,20
801777,Phusro (Nagar Parishad),355,20
801778,Chas (Nagar Parishad),355,20
801779,Lohardaga (Nagar Parishad),356,20
801780,Mango (NAC),357,20
801781,Jamshedpur (NAC + OG),357,20
801781,Jamshedpur (NAC),357,20
801782,Jugsalai (M),357,20
801783,Chakulia (NP),357,20
801784,Hussainabad (NP),358,20
801785,Bishrampur (NP),358,20
801786,Medininagar (Daltonganj) (Nagar Parishad),358,20
801787,Latehar (NP),359,20
801788,Hazaribag (Nagar Parishad),360,20
801789,Ramgarh Cantonment (CB),361,20
801790,Basukinath (NP),362,20
801791,Dumka (Nagar Parishad),362,20
801792,Jamtara (NP),363,20
801793,Mihijam (NP),363,20
801794,Ranchi (M Corp.),364,20
801795,Bundu (NP),364,20
801796,Khunti (NP),365,20
801797,Gumla (NP),366,20
801798,Simdega (NP),367,20
801799,Chakardharpur (Nagar Parishad),368,20
801800,Chaibasa (Nagar Parishad),368,20
801801,Adityapur (Nagar Parishad),369,20
801802,Seraikela (NP),369,20
801803,Padmapur (NAC),370,21
801804,Barapali (NAC),370,21
801805,Bargarh (M),370,21
801806,Belpahar (M),371,21
801807,Brajarajnagar (M),371,21
801808,Jharsuguda (M),371,21
801809,Kochinda (NAC),372,21
801810,Hirakud (NAC),372,21
801811,Burla (NAC),372,21
801812,Redhakhol (NAC),372,21
801813,Sambalpur (M + OG),372,21
801813,Sambalpur (M),372,21
801814,Debagarh (M),373,21
801815,Sundargarh (M),374,21
801816,Rajagangapur (M),374,21
801817,O.C.L. (ITS),374,21
801818,Biramitrapur (M),374,21
801819,Raurkela (M + OG),374,21
801819,Raurkela (M),374,21
801820,Raurkela  (ITS + OG),374,21
801820,Raurkela  (ITS),374,21
801821,Barbil (M),375,21
801822,Joda (M ),375,21
801823,Kendujhar (M),375,21
801824,Anandpur (M),375,21
801825,Rairangpur (NAC + OG),376,21
801825,Rairangpur (NAC),376,21
801826,Karanjia (NAC),376,21
801827,Udala (NAC),376,21
801828,Baripada (M + OG),376,21
801828,Baripada (M),376,21
801829,Jaleshwar (NAC),377,21
801830,Remuna (NAC),377,21
801831,Nilagiri (NAC),377,21
801832,Soro (NAC),377,21
801833,Baleshwar (M + OG),377,21
801833,Baleshwar (M),377,21
801834,Dhamanagar (NAC),378,21
801835,Bhadrak (M + OG),378,21
801835,Bhadrak (M),378,21
801836,Basudebpur (NAC),378,21
801837,Pattamundai (NAC),379,21
801838,Kendrapara (M),379,21
801839,Paradip (M),380,21
801840,Jagatsinghapur (M),380,21
801841,Banki (NAC),381,21
801842,Athagad (NAC),381,21
801843,Choudwar (M + OG),381,21
801843,Choudwar (M),381,21
801844,Cuttack (MC),381,21
801845,Byasanagar (M + OG),382,21
801845,Byasanagar (M),382,21
801846,Jajapur (M),382,21
801847,Kamakshyanagar (NAC),383,21
801848,Bhuban (NAC),383,21
801849,Dhenkanal (M),383,21
801850,Talcher (M),384,21
801851,Anugul (M),384,21
801852,Athmallik (NAC),384,21
801853,Khandapada (NAC),385,21
801854,Nayagarh (NAC),385,21
801855,Khordha (M),386,21
801856,Jatani (M + OG),386,21
801856,Jatani (M),386,21
801857,Balugaon (NAC),386,21
801858,Banapur (NAC),386,21
801859,Bhubaneswar (MC + OG),386,21
801859,Bhubaneswar (MC),386,21
801860,Pipili (NAC),387,21
801861,Nimapada (NAC),387,21
801862,Konark (NAC),387,21
801863,Puri (M),387,21
801864,Buguda (NAC),388,21
801865,Bhanjanagar (NAC),388,21
801866,Bellaguntha (NAC),388,21
801867,Surada (NAC),388,21
801868,Asika (NAC),388,21
801869,Kabisurjyanagar (NAC),388,21
801870,Polasara (NAC),388,21
801871,Kodala (NAC),388,21
801872,Khalikote (NAC),388,21
801873,Rambha (NAC),388,21
801874,Chhatrapur (NAC),388,21
801875,Ganjam (NAC),388,21
801876,Purusottampur (NAC),388,21
801877,Hinjilicut (NAC),388,21
801878,Gopalpur (NAC),388,21
801879,Digapahandi (NAC),388,21
801880,Chikiti (NAC),388,21
801881,Brahmapur (MC),388,21
801882,Kashinagar (NAC),389,21
801883,Paralakhemundi (M + OG),389,21
801883,Paralakhemundi (M),389,21
801884,Phulabani (M),390,21
801885,G. Udayagiri (NAC),390,21
801886,Baudhgarh (NAC),391,21
801887,Binika (NAC),392,21
801888,Sonapur (M),392,21
801889,Tarbha (NAC),392,21
801890,Balangir (M),393,21
801891,Patnagarh (NAC),393,21
801892,Kantabanji (NAC),393,21
801893,Titlagarh (NAC + OG),393,21
801893,Titlagarh (NAC),393,21
801894,Khariar Road (NAC),394,21
801895,Khariar (NAC),394,21
801896,Kesinga (NAC),395,21
801897,Bhawanipatna (M),395,21
801898,Junagarh (NAC),395,21
801899,Rayagada (M),396,21
801900,Gunupur (NAC + OG),396,21
801900,Gunupur (NAC),396,21
801901,Gudari (NAC),396,21
801902,Umarkote (NAC),397,21
801903,Nabarangapur (M + OG),397,21
801903,Nabarangapur (M),397,21
801904,Kotpad (NAC),398,21
801905,Koraput (NAC),398,21
801906,Jeypur (M),398,21
801907,Sunabeda (NAC).,398,21
801908,Malkangiri (NAC),399,21
801909,Balimela (NAC),399,21
801910,Shivpur Charcha (M),400,22
801911,Baikunthpur (M),400,22
801916,Chirmiri (M.Corp) (Part),400,22
801912,Manendragarh (M),400,22
801913,Khongapani (NP),400,22
801914,Jhagrakhand (NP),400,22
801915,Nai-Ledri (NP),400,22
801916,Chirmiri (M.Corp) (Part),400,22
801917,Ramanujganj (NP),401,22
801918,Balrampur (NP),401,22
801919,Wadrafnagar (NP),401,22
801920,Pratappur (NP),401,22
801921,Jarhi (NP),401,22
801922,Kusmi (NP),401,22
801923,Surajpur (M),401,22
801924,Bishrampur (NP),401,22
801925,Bhatgaon (NP),401,22
801926,Premnagar (NP),401,22
801927,Ambikapur (M Corp. + OG),401,22
801927,Ambikapur (M Corp.),401,22
801928,Lakhanpur (NP),401,22
801929,Rajpur (NP),401,22
801930,Sitapur (NP),401,22
801931,Bagicha (NP),402,22
801932,JashpurNagar (M + OG),402,22
801932,JashpurNagar (M),402,22
801933,Pathalgaon (NP),402,22
801934,Kotba (NP),402,22
801935,Dharamjaigarh (NP),403,22
801936,Lailunga (NP),403,22
801937,Gharghoda (NP),403,22
801938,Kirodimalnagar (NP),403,22
801939,Raigarh (M Corp. + OG),403,22
801939,Raigarh (M Corp.),403,22
801940,Pusaur (NP),403,22
801941,Kharsia  (M),403,22
801942,Sarangarh (NP),403,22
801943,Sariya (NP),403,22
801944,Baramkela (NP),403,22
801945,Katghora (NP),404,22
801946,Chhurikala (NP),404,22
801947,Dipka (M),404,22
801949,Korba (M Corp.) (Part),404,22
801948,Pali (NP),404,22
801949,Korba (M Corp. + OG) (Part),404,22
801949,Korba (M Corp.) (Part),404,22
801950,Naila-Janjgir (M),405,22
801951,Akaltara (M),405,22
801952,Baloda (NP),405,22
801953,Nawagarh (NP),405,22
801954,Shivrinarayan (NP),405,22
801955,Champa (M),405,22
801956,Saragaon (NP),405,22
801957,Sakti (M),405,22
801958,Naya Baradwar (NP),405,22
801959,Rahaud (NP),405,22
801960,Kharod (NP),405,22
801961,Dabhra (NP),405,22
801962,Chandrapur (NP),405,22
801963,Adbhar (NP),405,22
801964,Jaijepur (NP),405,22
801965,Gaurella (NP),406,22
801966,Pendra (NP),406,22
801967,Lormi (NP),406,22
801968,Kota (NP),406,22
801969,Ratanpur (NP),406,22
801970,Mungeli (M + OG),406,22
801970,Mungeli (M ),406,22
801971,Pathariya (NP),406,22
801972,Sargaon (NP),406,22
801973,Takhatpur (NP),406,22
801974,Sakari (NP),406,22
801975,Bilaspur (M Corp. + OG) (Part),406,22
801975,Bilaspur (M Corp.) (Part),406,22
801976,Tifra (NP),406,22
801977,Sirgitti (NP),406,22
801978,Malhar (NP),406,22
801979,Bodri (NP),406,22
801980,Bilha (NP),406,22
801981,Kawardha (M + OG),407,22
801981,Kawardha (M ),407,22
801982,Pipariya (NP),407,22
801983,Bodla (NP),407,22
801984,Sahaspur-Lohara (NP),407,22
801985,Pandariya (NP),407,22
801986,Pandatarai (NP),407,22
801987,Gandai (NP),408,22
801988,Chhuikhadan (NP),408,22
801989,Khairagarh (M),408,22
801990,Dongargarh (M),408,22
801991,Rajnandgaon (M Corp.),408,22
801992,Chhuriya (NP),408,22
801993,Dongargaon (NP),408,22
801994,Ambagarh Chowki (NP),408,22
801995,Nawagarh (NP),409,22
801996,Maro (NP),409,22
801997,Bemetara (M),409,22
801998,Saja (NP),409,22
801999,Devkar  (NP),409,22
802000,Parpondi (NP),409,22
802001,Than-Khamharia (NP),409,22
802002,Berla (NP),409,22
802003,Dhamdha (NP),409,22
802004,Ahiwara (NP),409,22
802005,Kumhari (M) (Part),409,22
802006,Jamul (M) (Part),409,22
802007,Bhilai Charoda (M) (Part),409,22
802006,Jamul (M) (Part),409,22
802008,Bhilai Nagar (M Corp. + OG) (Part),409,22
802008,Bhilai Nagar (M Corp.) (Part),409,22
802009,Durg (M Corp.),409,22
802010,Utai (NP),409,22
802007,Bhilai Charoda (M) (Part),409,22
802008,Bhilai Nagar (M Corp.) (Part),409,22
802005,Kumhari (M) (Part),409,22
802007,Bhilai Charoda (M) (Part),409,22
802011,Patan (NP),409,22
802012,Arjunda (NP),409,22
802013,Gunderdehi (NP),409,22
802014,Daundi Lohara (NP),409,22
802015,Balod (M),409,22
802016,Dalli-Rajhara (M),409,22
802017,Chikhalakasa (NP),409,22
802018,Doundi (NP),409,22
802019,Gurur (NP),409,22
802020,Simga (NP),410,22
802021,Bhatapara (M),410,22
802022,Baloda Bazar (M),410,22
802023,Lawan (NP),410,22
802024,Palari (NP),410,22
802025,Tundra (NP),410,22
802026,Kasdol (NP),410,22
802027,Bhatgaon (NP),410,22
802028,Bilaigarh (NP),410,22
802029,Arang  (NP),410,22
802030,Abhanpur (NP),410,22
802031,Gobra Nawapara (M),410,22
802032,Koora (NP),410,22
802033,Birgaon (M),410,22
802034,Raipur (M Corp. + OG),410,22
802034,Raipur (M Corp.),410,22
802035,Mana-Camp (NP),410,22
802036,Fingeshwar (NP),410,22
802037,Rajim (NP),410,22
802038,Tilda Newra (M + OG),410,22
802038,Tilda Newra (M),410,22
802039,Kharora (NP),410,22
802040,Gariyaband (NP),410,22
802041,Chhura (NP),410,22
802042,Basna  (NP),411,22
802043,Saraipali (NP),411,22
802044,Tumgaon (NP),411,22
802045,Mahasamund (M + OG),411,22
802045,Mahasamund (M),411,22
802046,Pithora (NP),411,22
802047,Bagbahara (NP),411,22
802048,Bhakhara (NP),412,22
802049,Kurud (NP),412,22
802050,Magarlod (NP),412,22
802051,Aamadi (NP),412,22
802052,Dhamtari (M + OG),412,22
802052,Dhamtari (M),412,22
802053,Nagari (NP),412,22
802054,Charama (NP),413,22
802055,Bhanupratappur (NP),413,22
802056,Kanker (M + OG),413,22
802056,Kanker (M),413,22
802057,Narharpur (NP),413,22
802058,Antagarh (NP),413,22
802059,Pakhanjur (NP),413,22
802060,Keskal (NP),414,22
802061,Visrampuree (NP),414,22
802062,Kondagaon (M),414,22
802063,Farasgaon (NP),414,22
802064,Jagdalpur (M Corp.),414,22
802065,Bastar (NP),414,22
802066,Narayanpur (NP),415,22
802067,Dantewada (NP),416,22
802068,Bade Bacheli (M),416,22
802069,Barsur (NP),416,22
802070,Geedam (NP),416,22
802071,Kirandul (M),416,22
802072,Dornapal (NP),416,22
802073,Konta (NP),416,22
802074,Sukma (NP),416,22
802075,Bhopalpattanam (NP),417,22
802076,Bijapur (NP),417,22
802077,Bhairamgarh (NP),417,22
802078,Vijaypur (NP),418,23
802079,Sheopur (M + OG),418,23
802079,Sheopur (M),418,23
802080,Badoda (NP),418,23
802081,Ambah (M),419,23
802082,Porsa (M),419,23
802083,Morena (M),419,23
802084,Bamor (NP),419,23
802085,Joura (NP),419,23
802086,Kailaras (NP),419,23
802087,Jhundpura (NP),419,23
802088,Sabalgarh (M),419,23
802089,Phuphkalan (NP),420,23
802090,Bhind (M),420,23
802091,Akoda (NP),420,23
802092,Mehgaon (NP),420,23
802093,Gormi (NP),420,23
802094,Gohad (M),420,23
802095,Mau (NP),420,23
802096,Mihona (NP),420,23
802097,Lahar (NP),420,23
802098,Alampur (NP),420,23
802099,Daboh (NP),420,23
802100,Gwalior (M Corp.),421,23
802101,Morar Cantt (CB),421,23
802102,Bilaua (NP),421,23
802103,Pichhore (NP),421,23
802104,Dabra (M),421,23
802105,Bhitarwar (NP),421,23
802106,Antari (NP),421,23
802107,Seondha (NP),422,23
802108,Indergarh (NP),422,23
802109,Datia (M),422,23
802110,Badoni (NP),422,23
802111,Bhander (NP),422,23
802112,Shivpuri (M),423,23
802113,Narwar (NP),423,23
802114,Karera (NP),423,23
802115,Kolaras (NP),423,23
802116,Badarwas (NP),423,23
802117,Pichhore (NP),423,23
802118,Khaniyadhana (NP),423,23
802119,Tarichar Kalan (NP),424,23
802120,Niwari (NP),424,23
802121,Orchha (NP),424,23
802122,Jeron Khalsa (NP),424,23
802123,Prithvipur (NP),424,23
802124,Lidhora Khas (NP),424,23
802125,Jatara (NP),424,23
802126,Palera (NP),424,23
802127,Baldeogarh (NP),424,23
802128,Khargapur (NP),424,23
802129,Kari (NP),424,23
802130,Tikamgarh (M),424,23
802131,Badagaon (NP),424,23
802132,Barigarh (NP),425,23
802133,Laundi (NP),425,23
802134,Chandla (NP),425,23
802135,Harpalpur (NP),425,23
802136,Nowgong (M),425,23
802137,Garhi - Malhera (NP),425,23
802138,Maharajpur (NP),425,23
802139,Chhatarpur (M + OG),425,23
802139,Chhatarpur (M),425,23
802140,Rajnagar (NP),425,23
802141,Khajuraho (NP),425,23
802142,Bada Malhera (NP),425,23
802143,Ghuwara (NP),425,23
802144,Satai (NP),425,23
802145,Bijawar (NP),425,23
802146,Buxwaha (NP),425,23
802147,Ajaigarh (NP),426,23
802148,Panna (M + OG),426,23
802148,Panna (M),426,23
802149,Devendranagar (NP),426,23
802150,Kakarhati (NP),426,23
802151,Amanganj (NP),426,23
802152,Pawai (NP),426,23
802153,Bina Etawa (M),427,23
802154,Khurai (M),427,23
802155,Banda (NP),427,23
802156,Shahgarh (NP),427,23
802157,Rahatgarh (NP),427,23
802158,Shahpur (NP),427,23
802159,Sagar (M Corp. + OG),427,23
802159,Sagar (M Corp.),427,23
802160,Sagar Cantt (CB),427,23
802161,Garhakota (M + OG),427,23
802161,Garhakota (M),427,23
802162,Rehli (M),427,23
802163,Deori (M),427,23
802164,Hatta (M),428,23
802165,Patharia (NP),428,23
802166,Hindoria (NP),428,23
802167,Damoh (M + OG),428,23
802167,Damoh (M),428,23
802168,Tendukheda (NP),428,23
802169,Kothi (NP),429,23
802170,Satna (M Corp. + OG),429,23
802170,Satna (M Corp.),429,23
802171,Chitrakoot (NP),429,23
802172,Birsinghpur (NP),429,23
802173,Jaitwara (NP),429,23
802174,Nagod (NP),429,23
802175,Unchahara (NP),429,23
802176,Rampur Baghelan (NP),429,23
802177,Kotar (NP),429,23
802178,Amarpatan (NP),429,23
802179,Maihar (M),429,23
802180,Chakghat (NP),430,23
802181,Teonthar (NP),430,23
802182,Sirmour (NP),430,23
802183,Baikunthpur (NP),430,23
802184,Mangawan (NP),430,23
802185,Semaria (NP),430,23
802186,Hanumana (NP),430,23
802187,Mauganj (NP),430,23
802188,Naigarhi (NP),430,23
802189,Rewa (M Corp.),430,23
802190,Govindgarh (NP),430,23
802191,Gurh (NP),430,23
802192,Umaria (M),431,23
802193,Chandia (NP),431,23
802194,Pali (NP),431,23
802195,Nowrozabad (Khodargama) (NP),431,23
802196,Diken (NP),432,23
802197,Jawad (NP),432,23
802198,Singoli (NP),432,23
802199,Ratangarh (NP),432,23
802200,Neemuch (M + OG),432,23
802200,Neemuch (M),432,23
802201,Jiran (NP),432,23
802202,Rampura (NP),432,23
802203,Manasa (NP),432,23
802204,Kukdeshwar (NP),432,23
802205,Bhanpura (NP),433,23
802206,Malhargarh (NP),433,23
802207,Narayangarh (NP),433,23
802208,Piplya Mandi (NP),433,23
802209,Garoth (NP),433,23
802210,Shamgarh (NP),433,23
802211,Mandsaur (M),433,23
802212,Nagri (NP),433,23
802213,Sitamau (NP),433,23
802214,Suwasara (NP),433,23
802215,Piploda (NP),434,23
802216,Jaora (M + OG),434,23
802216,Jaora (M),434,23
802217,Badawada (NP),434,23
802218,Alot (NP),434,23
802219,Tal (NP),434,23
802220,Sailana (NP),434,23
802221,Namli (NP),434,23
802222,Ratlam (M Corp.),434,23
802223,Dhamnod (NP),434,23
802224,Khacharod (M),435,23
802225,Nagda (M),435,23
802226,Unhel (NP),435,23
802227,Mahidpur (M + OG),435,23
802227,Mahidpur (M),435,23
802228,Tarana (NP),435,23
802229,Makdon (NP),435,23
802230,Ujjain (M Corp.),435,23
802231,Badnagar (M + OG),435,23
802231,Badnagar (M),435,23
802232,Soyatkalan (NP),436,23
802233,Susner (NP),436,23
802234,Nalkheda (NP),436,23
802235,Badagaon (NP),436,23
802236,Badod (NP),436,23
802237,Agar (M),436,23
802238,Kanad (NP),436,23
802239,Shajapur (M),436,23
802240,Maksi (NP),436,23
802241,Shujalpur (M),436,23
802242,Akodia (NP),436,23
802243,Polaykalan (NP),436,23
802244,Tonk Khurd (NP),437,23
802245,Bhaurasa (NP),437,23
802246,Sonkatch (NP),437,23
802247,Pipalrawan (NP),437,23
802248,Dewas (M Corp.),437,23
802249,Kannod (NP),437,23
802250,Loharda (NP),437,23
802251,Kantaphod (NP),437,23
802252,Satwas (NP),437,23
802253,Karnawad (NP),437,23
802254,Bagli (NP),437,23
802255,Hatpiplya (NP),437,23
802256,Khategaon (NP),437,23
802257,Badnawar (NP),438,23
802258,Rajgarh (NP),438,23
802259,Sardarpur (NP),438,23
802260,Dhar (M),438,23
802261,Pithampur (M),438,23
802262,Mandav (NP),438,23
802263,Kukshi (NP),438,23
802264,Dahi (NP),438,23
802265,Manawar (M),438,23
802266,Dhamnod (NP),438,23
802267,Dharampuri (NP),438,23
802268,Runji-Gautampura (NP),439,23
802269,Depalpur (NP),439,23
802270,Betma (NP),439,23
802271,Hatod (NP),439,23
802272,Sawer (NP),439,23
802273,Indore (M Corp. + OG),439,23
802273,Indore (M Corp.),439,23
802274,Rau (NP),439,23
802275,Mhow Cantt (CB),439,23
802276,Mhowgaon (NP),439,23
802277,Manpur (NP),439,23
802278,Barwaha (M),440,23
802279,Sanawad (M),440,23
802280,Maheshwar (NP),440,23
802281,Mandleshwar (NP),440,23
802282,Kasrawad (NP),440,23
802283,Bhikangaon (NP),440,23
802284,Khargone (M + OG),440,23
802284,Khargone (M),440,23
802285,Barwani (M),441,23
802286,Anjad (NP),441,23
802287,Rajpur (NP),441,23
802288,Palsud (NP),441,23
802289,Pansemal (NP),441,23
802290,Khetia (NP),441,23
802291,Sendhwa (M),441,23
802292,Machalpur (NP),442,23
802293,Jirapur (NP),442,23
802294,Khilchipur (NP),442,23
802295,Chhapiheda (NP),442,23
802296,Rajgarh (NP),442,23
802297,Khujner (NP),442,23
802298,Suthaliya (NP),442,23
802299,Biaora (M + OG),442,23
802299,Biaora (M),442,23
802300,Sarangpur (M),442,23
802301,Narsinghgarh (M),442,23
802302,Boda (NP),442,23
802303,Pachore (NP),442,23
802304,Talen (NP),442,23
802305,Lateri (NP),443,23
802306,Sironj (M),443,23
802307,Kurwai (NP),443,23
802308,Basoda (M + OG),443,23
802308,Basoda (M),443,23
802309,Shamshabad (NP),443,23
802310,Vidisha (M),443,23
802311,Berasia (M),444,23
802312,Bhopal (M Corp.),444,23
802313,Kolar (M),444,23
802314,Sehore (M + OG),445,23
802314,Sehore (M),445,23
802315,Ashta (M + OG),445,23
802315,Ashta (M),445,23
802316,Kothri (NP),445,23
802317,Jawar (NP),445,23
802318,Ichhawar (NP),445,23
802319,Nasrullaganj (NP),445,23
802320,Budni (NP),445,23
802321,Rehti (NP),445,23
802322,Sanchi (NP),446,23
802323,Raisen (M),446,23
802324,Gairatganj (NP),446,23
802325,Begamganj (M),446,23
802326,Sultanpur (NP),446,23
802327,Mandideep (M),446,23
802328,Obedullaganj (NP),446,23
802329,Baraily (NP + OG),446,23
802329,Baraily (NP),446,23
802330,Badi (NP),446,23
802331,Silwani (NP),446,23
802332,Udaipura (NP),446,23
802333,Bhainsdehi (NP),447,23
802334,Athner (NP),447,23
802335,Betul (M),447,23
802336,Betul-Bazar (NP),447,23
802337,Chicholi (NP),447,23
802338,Sarni (M),447,23
802339,Multai (M),447,23
802340,Amla (M),447,23
802341,Khirkiya (NP),448,23
802342,Harda (M + OG),448,23
802342,Harda (M),448,23
802343,Timarni (NP),448,23
802344,Seoni-Malwa (M),449,23
802345,Itarsi (M + OG),449,23
802345,Itarsi (M),449,23
802346,Hoshangabad (M),449,23
802347,Babai (NP),449,23
802348,Sohagpur (NP),449,23
802349,Pipariya (M),449,23
802350,Pachmarhi Cantt (CB),449,23
802351,Murwara (Katni) (M Corp.),450,23
802352,Barhi (NP),450,23
802353,Kymore (NP),450,23
802354,Vijayraghavgarh (NP),450,23
802355,Sihora (M),451,23
802356,Majholi (NP),451,23
802357,Katangi (NP),451,23
802358,Patan (NP),451,23
802359,Shahpura (NP),451,23
802360,Jabalpur Cantt (CB),451,23
802361,Jabalpur (M Corp. + OG),451,23
802361,Jabalpur (M Corp.),451,23
802362,Bhedaghat (NP),451,23
802363,Barela (NP),451,23
802364,Panagar (M),451,23
802365,Gotegaon (NP + OG),452,23
802365,Gotegaon (NP),452,23
802366,Gadarwara (M + OG),452,23
802366,Gadarwara (M),452,23
802367,Narsimhapur (M + OG),452,23
802367,Narsimhapur (M),452,23
802368,Kareli (M),452,23
802369,Tendukheda (NP),452,23
802370,Shahpura (NP),453,23
802371,Dindori (NP),453,23
802372,Niwas (NP),454,23
802373,Mandla (M + OG),454,23
802373,Mandla (M),454,23
802374,Bamhani (NP),454,23
802375,Bichhiya (NP),454,23
802376,Nainpur (M + OG),454,23
802376,Nainpur (M),454,23
802377,Amarwara (M),455,23
802378,Harrai (NP),455,23
802379,Chaurai Khas (M),455,23
802380,Jamai (M),455,23
802381,Damua (M),455,23
802382,Neuton Chikhli Kalan (NP),455,23
802383,Dongar Parasia (M + OG),455,23
802383,Dongar Parasia (M),455,23
802384,Chandameta- Butaria (NP),455,23
802385,Badkuhi (NP),455,23
802386,Chhindwara (M + OG),455,23
802386,Chhindwara (M),455,23
802387,Sausar (M),455,23
802388,Mohgaon (NP),455,23
802389,Lodhikheda (NP),455,23
802390,Piplanarayanwar (NP),455,23
802391,Pandhurna (M),455,23
802392,Lakhnadon (NP),456,23
802393,Seoni (M),456,23
802394,Barghat (NP),456,23
802395,Katangi (NP),457,23
802396,Waraseoni (M + OG),457,23
802396,Waraseoni (M),457,23
802397,Balaghat (M),457,23
802398,Baihar (NP),457,23
802399,Malajkhand (M),457,23
802400,Lanji (NP),457,23
802401,Guna (M),458,23
802402,Raghogarh -Vijaypur (M),458,23
802403,Kumbhraj (NP),458,23
802404,Aron (NP),458,23
802405,Chachaura-Binaganj (NP),458,23
802406,Isagarh (NP),459,23
802407,Chanderi (M),459,23
802408,Ashoknagar (M),459,23
802409,Mungaoli (NP + OG),459,23
802409,Mungaoli (NP),459,23
802410,Khand(Bansagar) (NP),460,23
802411,Beohari (NP),460,23
802412,Jaisinghnagar (NP),460,23
802413,Shahdol (M),460,23
802414,Burhar (NP),460,23
802415,Dhanpuri (Nargada Hari Dafai) (M),460,23
802416,Bijuri (M),461,23
802417,Kotma (M),461,23
802418,Pasan (M),461,23
802419,Anuppur (M),461,23
802420,Jaithari (NP),461,23
802421,Amarkantak (NP),461,23
802422,Rampur Naikin (NP),462,23
802423,Churhat (NP),462,23
802424,Sidhi (M),462,23
802425,Majhauli (NP),462,23
802426,Singrauli (M Corp.),463,23
802427,Thandla (NP),464,23
802428,Petlawad (NP),464,23
802429,Jhabua (M),464,23
802430,Ranapur (NP),464,23
802431,Bhavra (NP),465,23
802432,Jobat (NP),465,23
802433,Alirajpur (M),465,23
802434,Chhanera (NP),466,23
802435,Khandwa (M Corp.),466,23
802436,Omkareshwar (NP),466,23
802437,Mundi (NP),466,23
802438,Pandhana (NP),466,23
802439,Burhanpur (M Corp.),467,23
802440,Shahpur (NP),467,23
802441,Nepanagar (M),467,23
802442,Rapar (M),468,24
802443,Bhachau (M),468,24
802444,Anjar (M),468,24
802445,Bhuj (M + OG),468,24
802445,Bhuj (M),468,24
802446,Mandvi (M),468,24
802447,Gandhidham (M),468,24
802448,Tharad (M),469,24
802449,Dhanera (M),469,24
802450,Palanpur (M + OG),469,24
802450,Palanpur (M),469,24
802451,Deesa (M),469,24
802452,Bhabhar (M),469,24
802453,Thara (M),469,24
802454,Radhanpur (M),470,24
802455,Sidhpur (M + OG),470,24
802455,Sidhpur (M),470,24
802456,Patan (M + OG),470,24
802456,Patan (M),470,24
802457,Harij (M),470,24
802458,Chanasma (M),470,24
802459,Kheralu (M),471,24
802460,Unjha (M),471,24
802461,Visnagar (M + OG),471,24
802461,Visnagar (M),471,24
